state_i,state_j,max_similarity,mean_similarity,squire_diff,squire_mean,partisan_align,both_unified_dem,both_unified_rep,same_policy_dir,both_protective,both_restrictive,pac_jaccard,contiguous,bill_count_product,gov_i,gov_j,lean_i,lean_j
Minnesota,Oregon,0.11123662568925899,0.09586537697339359,0.056999999999999995,0.1975,1,1,0,1,1,0,0.6666666666666666,0,2,Unified Democratic,Unified Democratic,protective,protective
Minnesota,Pennsylvania,0.14227244605064682,0.08120883019816695,0.0,0.169,0,0,0,0,0,0,1.0,0,2,Unified Democratic,Divided,protective,restrictive
Minnesota,Rhode Island,0.18301025227520015,0.12228975333525621,0.03799999999999998,0.188,1,1,0,1,1,0,0.6666666666666666,0,2,Unified Democratic,Unified Democratic,protective,protective
Minnesota,South Carolina,0.07882772539070858,0.031763711986320324,0.035,0.15150000000000002,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Democratic,Unified Republican,protective,mixed
Minnesota,South Dakota,0.01911297607337974,0.016354292564990294,0.09600000000000002,0.121,0,0,0,0,0,0,0.0,1,2,Unified Democratic,Unified Republican,protective,mixed
Minnesota,Tennessee,0.06244575754888348,0.02747949559939111,0.017000000000000015,0.1605,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Texas,0.14307161308876845,0.04889898024986809,0.028000000000000025,0.155,0,0,0,0,0,0,1.0,0,14,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Utah,0.13639643289528888,0.06003511638209691,0.01100000000000001,0.1635,0,0,0,0,0,0,0.3333333333333333,0,14,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Vermont,0.1694406948428188,0.1526817546239792,0.07200000000000001,0.133,0,0,0,1,1,0,0.6666666666666666,0,2,Unified Democratic,Divided,protective,protective
Minnesota,Virginia,0.25160682048046457,0.1084220404290417,0.034999999999999976,0.1865,0,0,0,0,0,0,0.75,0,8,Unified Democratic,Divided,protective,restrictive
Minnesota,Washington,0.121495843222712,0.06608011619659054,0.086,0.21200000000000002,1,1,0,1,1,0,1.0,0,10,Unified Democratic,Unified Democratic,protective,protective
Minnesota,West Virginia,0.1404382393783397,0.06289318562988035,0.06100000000000001,0.1385,0,0,0,0,0,0,0.0,0,8,Unified Democratic,Unified Republican,protective,restrictive
Minnesota,Wisconsin,0.12792629236981778,0.0848372083809747,0.0,0.169,0,0,0,0,0,0,1.0,1,2,Unified Democratic,Divided,protective,restrictive
Minnesota,Wyoming,0.06919931772600905,0.037996779542403075,0.09800000000000002,0.12,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Democratic,Unified Republican,protective,restrictive
Mississippi,Missouri,0.1573321766074988,0.07858697397993472,0.0919999999999999,0.14899999999999994,1,0,1,1,0,1,0.5,0,36,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Montana,0.08290365610851196,0.0337319131000667,0.02099999999999999,0.0925,1,0,1,1,0,1,0.0,0,60,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Nebraska,0.16095481190650326,0.06459132671807723,0.05800000000000001,0.132,1,0,1,1,0,1,0.3333333333333333,0,12,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Nevada,0.07466107362284954,0.028312593280530023,0.13,0.168,0,0,0,0,0,0,0.3333333333333333,0,18,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,New Jersey,0.1832933598458564,0.07733887359142638,0.22200000000000003,0.214,0,0,0,0,0,0,0.3333333333333333,0,18,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,New Mexico,0.0924524902924233,0.04749455034931224,0.06600000000000002,0.136,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,New York,0.08490847584289836,0.03394153745612926,0.557,0.3815,0,0,0,0,0,0,0.3333333333333333,0,42,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,North Carolina,0.17517465437570046,0.09362047405877529,0.07799999999999992,0.14199999999999996,0,0,0,1,0,1,0.3333333333333333,0,18,Unified Republican,Divided,restrictive,restrictive
Mississippi,North Dakota,0.1136055347897652,0.0376885027819761,0.017999999999999988,0.094,1,0,1,1,0,1,1.0,0,24,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Ohio,0.08503508999926841,0.038313928035203705,0.188,0.19699999999999998,1,0,1,1,0,1,0.3333333333333333,0,12,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Oklahoma,0.07411513419446066,0.04783801041529966,0.06600000000000002,0.136,1,0,1,1,0,1,1.0,0,6,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Oregon,0.12097292238076407,0.06367619711240761,0.12300000000000001,0.1645,0,0,0,0,0,0,0.0,0,6,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,Pennsylvania,0.08558683562593711,0.05437614874436858,0.06600000000000002,0.136,0,0,0,1,0,1,0.3333333333333333,0,6,Unified Republican,Divided,restrictive,restrictive
Mississippi,Rhode Island,0.08962890554388815,0.06077795093528368,0.104,0.155,0,0,0,0,0,0,0.0,0,6,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,South Carolina,0.07790741817298179,0.030207714304012156,0.031000000000000014,0.1185,1,0,1,0,0,0,0.0,0,12,Unified Republican,Unified Republican,restrictive,mixed
Mississippi,South Dakota,0.017761877126724737,0.010049573836254279,0.03,0.088,1,0,1,0,0,0,0.0,0,6,Unified Republican,Unified Republican,restrictive,mixed
Mississippi,Tennessee,0.045973750998514744,0.022270701897969914,0.049,0.1275,1,0,1,1,0,1,1.0,1,24,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Texas,0.1383125431447679,0.03919261053767654,0.03799999999999999,0.122,1,0,1,1,0,1,0.3333333333333333,0,42,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Utah,0.11175533737825055,0.0485197107779686,0.05500000000000001,0.1305,1,0,1,1,0,1,1.0,0,42,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Vermont,0.11242917605406921,0.06425799201856132,0.0059999999999999915,0.1,0,0,0,0,0,0,0.0,0,6,Unified Republican,Divided,restrictive,protective
Mississippi,Virginia,0.20421044539330416,0.0775861522477342,0.10099999999999999,0.1535,0,0,0,1,0,1,0.25,0,24,Unified Republican,Divided,restrictive,restrictive
Mississippi,Washington,0.0606993922370469,0.034179291694760014,0.15200000000000002,0.179,0,0,0,0,0,0,0.3333333333333333,0,30,Unified Republican,Unified Democratic,restrictive,protective
Mississippi,West Virginia,0.09717662904610967,0.046545668702786175,0.0050000000000000044,0.1055,1,0,1,1,0,1,0.0,0,24,Unified Republican,Unified Republican,restrictive,restrictive
Mississippi,Wisconsin,0.09019924507862645,0.05500768191640195,0.06600000000000002,0.136,0,0,0,1,0,1,0.3333333333333333,0,6,Unified Republican,Divided,restrictive,restrictive
Mississippi,Wyoming,0.0624460732257316,0.034117288043029256,0.032,0.087,1,0,1,1,0,1,1.0,0,12,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Montana,0.21734557291961526,0.07359321055595473,0.11299999999999989,0.13849999999999996,1,0,1,1,0,1,0.0,0,60,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Nebraska,0.23414811585818085,0.11015377591516186,0.03399999999999989,0.17799999999999994,1,0,1,1,0,1,0.6666666666666666,1,12,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Nevada,0.21583935400769239,0.07272146667088246,0.03800000000000012,0.21399999999999997,0,0,0,0,0,0,0.6666666666666666,0,18,Unified Republican,Unified Democratic,restrictive,protective
Missouri,New Jersey,0.23616228180469714,0.13357623500979418,0.13000000000000012,0.25999999999999995,0,0,0,0,0,0,0.6666666666666666,0,18,Unified Republican,Unified Democratic,restrictive,protective
Missouri,New Mexico,0.0984008749844333,0.06703786385319921,0.025999999999999884,0.18199999999999994,0,0,0,0,0,0,0.6666666666666666,0,12,Unified Republican,Unified Democratic,restrictive,protective
Missouri,New York,0.18930161213907387,0.05286677924035884,0.46500000000000014,0.4275,0,0,0,0,0,0,0.6666666666666666,0,42,Unified Republican,Unified Democratic,restrictive,protective
Missouri,North Carolina,0.26163532044442606,0.1562031004033671,0.013999999999999985,0.1879999999999999,0,0,0,1,0,1,0.6666666666666666,0,18,Unified Republican,Divided,restrictive,restrictive
Missouri,North Dakota,0.1708033881336047,0.058202826088449455,0.10999999999999989,0.13999999999999996,1,0,1,1,0,1,0.5,0,24,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Ohio,0.13937219375227305,0.06032100366050439,0.09600000000000009,0.24299999999999994,1,0,1,1,0,1,0.6666666666666666,0,12,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Oklahoma,0.15243593471453865,0.08130984552582655,0.025999999999999884,0.18199999999999994,1,0,1,1,0,1,0.5,1,6,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Oregon,0.16636904596816368,0.12373197855969048,0.03100000000000011,0.21049999999999996,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Republican,Unified Democratic,restrictive,protective
Missouri,Pennsylvania,0.21647355994458026,0.09898720660346945,0.025999999999999884,0.18199999999999994,0,0,0,1,0,1,0.6666666666666666,0,6,Unified Republican,Divided,restrictive,restrictive
Missouri,Rhode Island,0.16852513862657278,0.0996508386798446,0.012000000000000094,0.20099999999999996,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Republican,Unified Democratic,restrictive,protective
Missouri,South Carolina,0.129869193225493,0.043626511681748276,0.06099999999999989,0.16449999999999995,1,0,1,0,0,0,0.0,0,12,Unified Republican,Unified Republican,restrictive,mixed
Missouri,South Dakota,0.023622271036883063,0.016389173930704427,0.1219999999999999,0.13399999999999995,1,0,1,0,0,0,0.0,0,6,Unified Republican,Unified Republican,restrictive,mixed
Missouri,Tennessee,0.053085126270230966,0.02617933143911109,0.0429999999999999,0.17349999999999993,1,0,1,1,0,1,0.5,1,24,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Texas,0.19666549285239443,0.05561376867779531,0.05399999999999991,0.16799999999999993,1,0,1,1,0,1,0.6666666666666666,0,42,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Utah,0.2573750525229268,0.08576056413880494,0.036999999999999894,0.17649999999999993,1,0,1,1,0,1,0.5,0,42,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Vermont,0.16857512113087253,0.11386055933957288,0.09799999999999989,0.14599999999999996,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Republican,Divided,restrictive,protective
Missouri,Virginia,0.47130744098285127,0.1478585144849393,0.009000000000000091,0.19949999999999996,0,0,0,1,0,1,0.5,0,24,Unified Republican,Divided,restrictive,restrictive
Missouri,Washington,0.14807407244454382,0.05485782217228303,0.06000000000000011,0.22499999999999995,0,0,0,0,0,0,0.6666666666666666,0,30,Unified Republican,Unified Democratic,restrictive,protective
Missouri,West Virginia,0.15821067530233346,0.07375918742015118,0.0869999999999999,0.15149999999999994,1,0,1,1,0,1,0.0,0,24,Unified Republican,Unified Republican,restrictive,restrictive
Missouri,Wisconsin,0.43599917421642476,0.16416019182924424,0.025999999999999884,0.18199999999999994,0,0,0,1,0,1,0.6666666666666666,0,6,Unified Republican,Divided,restrictive,restrictive
Missouri,Wyoming,0.09707013814216095,0.052872839643752084,0.1239999999999999,0.13299999999999995,1,0,1,1,0,1,0.5,0,12,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Nebraska,0.10961055364039576,0.05404265515091984,0.079,0.1215,1,0,1,1,0,1,0.3333333333333333,0,20,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Nevada,0.09324225724134291,0.041857918897474894,0.15100000000000002,0.1575,0,0,0,0,0,0,0.3333333333333333,0,30,Unified Republican,Unified Democratic,restrictive,protective
Montana,New Jersey,0.1391590556376903,0.05916567124270322,0.243,0.20350000000000001,0,0,0,0,0,0,0.3333333333333333,0,30,Unified Republican,Unified Democratic,restrictive,protective
Montana,New Mexico,0.117323462036029,0.047710251528136585,0.08700000000000001,0.1255,0,0,0,0,0,0,0.3333333333333333,0,20,Unified Republican,Unified Democratic,restrictive,protective
Montana,New York,0.07513249114238942,0.023751131043315197,0.5780000000000001,0.371,0,0,0,0,0,0,0.3333333333333333,0,70,Unified Republican,Unified Democratic,restrictive,protective
Montana,North Carolina,0.21502356051422528,0.08461520810712496,0.09899999999999991,0.13149999999999995,0,0,0,1,0,1,0.3333333333333333,0,30,Unified Republican,Divided,restrictive,restrictive
Montana,North Dakota,0.19983198394142046,0.051573570511072586,0.0030000000000000027,0.0835,1,0,1,1,0,1,0.0,1,40,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Ohio,0.07229920050950872,0.02861492176989001,0.20899999999999996,0.1865,1,0,1,1,0,1,0.3333333333333333,0,20,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Oklahoma,0.22494228317527792,0.06758867192790483,0.08700000000000001,0.1255,1,0,1,1,0,1,0.0,0,10,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Oregon,0.1394975517260168,0.07946149868814181,0.14400000000000002,0.154,0,0,0,0,0,0,0.5,0,10,Unified Republican,Unified Democratic,restrictive,protective
Montana,Pennsylvania,0.07362616775766609,0.031334131513417914,0.08700000000000001,0.1255,0,0,0,1,0,1,0.3333333333333333,0,10,Unified Republican,Divided,restrictive,restrictive
Montana,Rhode Island,0.09974400052328829,0.05512681148360247,0.12499999999999999,0.1445,0,0,0,0,0,0,0.5,0,10,Unified Republican,Unified Democratic,restrictive,protective
Montana,South Carolina,0.20399624108804013,0.0458197998845341,0.052000000000000005,0.10800000000000001,1,0,1,0,0,0,1.0,0,20,Unified Republican,Unified Republican,restrictive,mixed
Montana,South Dakota,0.026009379919899583,0.01754911566167181,0.009000000000000008,0.0775,1,0,1,0,0,0,0.0,1,10,Unified Republican,Unified Republican,restrictive,mixed
Montana,Tennessee,0.06833766562753466,0.025125969530342646,0.06999999999999999,0.11699999999999999,1,0,1,1,0,1,0.0,0,40,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Texas,0.07172469057315271,0.025900730073680003,0.05899999999999998,0.11149999999999999,1,0,1,1,0,1,0.3333333333333333,0,70,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Utah,0.2213028108493591,0.05443558480757126,0.076,0.12,1,0,1,1,0,1,0.0,0,70,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Vermont,0.1972531163793363,0.08704406934920987,0.015,0.0895,0,0,0,0,0,0,0.5,0,10,Unified Republican,Divided,restrictive,protective
Montana,Virginia,0.22885111255174864,0.07475020002482045,0.12199999999999998,0.143,0,0,0,1,0,1,0.25,0,40,Unified Republican,Divided,restrictive,restrictive
Montana,Washington,0.11362659568938567,0.04058166825285245,0.173,0.1685,0,0,0,0,0,0,0.3333333333333333,0,50,Unified Republican,Unified Democratic,restrictive,protective
Montana,West Virginia,0.09792449586845611,0.0473215330960862,0.025999999999999995,0.095,1,0,1,1,0,1,0.0,0,40,Unified Republican,Unified Republican,restrictive,restrictive
Montana,Wisconsin,0.07193946906228116,0.0412025165270234,0.08700000000000001,0.1255,0,0,0,1,0,1,0.3333333333333333,0,10,Unified Republican,Divided,restrictive,restrictive
Montana,Wyoming,0.1578474836635901,0.057572413539511515,0.01100000000000001,0.0765,1,0,1,1,0,1,0.0,1,20,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Nevada,0.08200094450154567,0.04476124580017563,0.07200000000000001,0.197,0,0,0,0,0,0,1.0,0,6,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,New Jersey,0.14642768654245847,0.08639089195041445,0.164,0.243,0,0,0,0,0,0,1.0,0,6,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,New Mexico,0.09972972425563541,0.06694382022338963,0.008000000000000007,0.165,0,0,0,0,0,0,1.0,0,4,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,New York,0.2906893690017262,0.05321788064373689,0.499,0.41050000000000003,0,0,0,0,0,0,1.0,0,14,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,North Carolina,0.26719877523561464,0.13602508854962905,0.019999999999999907,0.17099999999999996,0,0,0,1,0,1,1.0,0,6,Unified Republican,Divided,restrictive,restrictive
Nebraska,North Dakota,0.1590247270982641,0.05532654238549625,0.076,0.123,1,0,1,1,0,1,0.3333333333333333,0,8,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Ohio,0.08496415097741632,0.04493085687462517,0.12999999999999998,0.22599999999999998,1,0,1,1,0,1,1.0,0,4,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Oklahoma,0.06163500972047659,0.053748264829400295,0.008000000000000007,0.165,1,0,1,1,0,1,0.3333333333333333,0,2,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Oregon,0.11761354424859126,0.08794426644986138,0.065,0.1935,0,0,0,0,0,0,0.6666666666666666,0,2,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,Pennsylvania,0.3199060967619936,0.17614694263522876,0.008000000000000007,0.165,0,0,0,1,0,1,1.0,0,2,Unified Republican,Divided,restrictive,restrictive
Nebraska,Rhode Island,0.07978231474194472,0.06931523492080273,0.045999999999999985,0.184,0,0,0,0,0,0,0.6666666666666666,0,2,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,South Carolina,0.15894815550826888,0.049194044450645714,0.026999999999999996,0.14750000000000002,1,0,1,0,0,0,0.3333333333333333,0,4,Unified Republican,Unified Republican,restrictive,mixed
Nebraska,South Dakota,0.023911771853227144,0.01451052955970542,0.08800000000000001,0.11699999999999999,1,0,1,0,0,0,0.0,1,2,Unified Republican,Unified Republican,restrictive,mixed
Nebraska,Tennessee,0.05517549253915286,0.026813758228568033,0.009000000000000008,0.1565,1,0,1,1,0,1,0.3333333333333333,0,8,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Texas,0.18465708945420856,0.05313656738273232,0.020000000000000018,0.151,1,0,1,1,0,1,1.0,0,14,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Utah,0.15419593560043,0.06033652968574277,0.0030000000000000027,0.1595,1,0,1,1,0,1,0.3333333333333333,0,14,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Vermont,0.11450808696659348,0.09011356028682936,0.064,0.129,0,0,0,0,0,0,0.6666666666666666,0,2,Unified Republican,Divided,restrictive,protective
Nebraska,Virginia,0.15355363539973133,0.0852176510534943,0.04299999999999998,0.1825,0,0,0,1,0,1,0.75,0,8,Unified Republican,Divided,restrictive,restrictive
Nebraska,Washington,0.2501254925400237,0.061729486365190656,0.094,0.20800000000000002,0,0,0,0,0,0,1.0,0,10,Unified Republican,Unified Democratic,restrictive,protective
Nebraska,West Virginia,0.09470547910761014,0.05812822844621448,0.053000000000000005,0.1345,1,0,1,1,0,1,0.0,0,8,Unified Republican,Unified Republican,restrictive,restrictive
Nebraska,Wisconsin,0.08506842339629067,0.06764916186350346,0.008000000000000007,0.165,0,0,0,1,0,1,1.0,0,2,Unified Republican,Divided,restrictive,restrictive
Nebraska,Wyoming,0.09700489453684719,0.05416423864221728,0.09000000000000001,0.11599999999999999,1,0,1,1,0,1,0.3333333333333333,1,4,Unified Republican,Unified Republican,restrictive,restrictive
Nevada,New Jersey,0.11269412885911632,0.07306470004769641,0.092,0.279,1,1,0,1,1,0,1.0,0,9,Unified Democratic,Unified Democratic,protective,protective
Nevada,New Mexico,0.10725478650881765,0.06351905456855654,0.064,0.201,1,1,0,1,1,0,1.0,0,6,Unified Democratic,Unified Democratic,protective,protective
Nevada,New York,0.06983241700870818,0.025345601698406134,0.42700000000000005,0.4465,1,1,0,1,1,0,1.0,0,21,Unified Democratic,Unified Democratic,protective,protective
Nevada,North Carolina,0.10941189958823608,0.05748723982132775,0.0520000000000001,0.20699999999999996,0,0,0,0,0,0,1.0,0,9,Unified Democratic,Divided,protective,restrictive
Nevada,North Dakota,0.09349410428653063,0.031155987118823572,0.14800000000000002,0.159,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Ohio,0.06906948128435732,0.02858251685892794,0.05799999999999997,0.262,0,0,0,0,0,0,1.0,0,6,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Oklahoma,0.04438235082821074,0.03958482166007725,0.064,0.201,0,0,0,0,0,0,0.3333333333333333,0,3,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Oregon,0.11091068068954026,0.08582252023179743,0.007000000000000006,0.2295,1,1,0,1,1,0,0.6666666666666666,1,3,Unified Democratic,Unified Democratic,protective,protective
Nevada,Pennsylvania,0.022009024672086788,0.014876763753226713,0.064,0.201,0,0,0,0,0,0,1.0,0,3,Unified Democratic,Divided,protective,restrictive
Nevada,Rhode Island,0.049931429485716175,0.040709720377080545,0.026000000000000023,0.22,1,1,0,1,1,0,0.6666666666666666,0,3,Unified Democratic,Unified Democratic,protective,protective
Nevada,South Carolina,0.07583078579867622,0.031743139992761855,0.099,0.1835,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Democratic,Unified Republican,protective,mixed
Nevada,South Dakota,0.008672974602864512,0.006853933818337273,0.16000000000000003,0.153,0,0,0,0,0,0,0.0,0,3,Unified Democratic,Unified Republican,protective,mixed
Nevada,Tennessee,0.029773755426102774,0.01438170158539561,0.08100000000000002,0.1925,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Texas,0.04551335931152732,0.022432720929401406,0.09200000000000003,0.187,0,0,0,0,0,0,1.0,0,21,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Utah,0.16774623062430838,0.040952349652440025,0.07500000000000001,0.1955,0,0,0,0,0,0,0.3333333333333333,1,21,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Vermont,0.10675272017852856,0.07892431707341112,0.136,0.165,0,0,0,1,1,0,0.6666666666666666,0,3,Unified Democratic,Divided,protective,protective
Nevada,Virginia,0.207438222968913,0.062008195324434946,0.029000000000000026,0.2185,0,0,0,0,0,0,0.75,0,12,Unified Democratic,Divided,protective,restrictive
Nevada,Washington,0.8067490047760815,0.07898280073140414,0.021999999999999992,0.244,1,1,0,1,1,0,1.0,0,15,Unified Democratic,Unified Democratic,protective,protective
Nevada,West Virginia,0.06800165502250916,0.03187326745831485,0.125,0.1705,0,0,0,0,0,0,0.0,0,12,Unified Democratic,Unified Republican,protective,restrictive
Nevada,Wisconsin,0.08976397820150638,0.0558597336987755,0.064,0.201,0,0,0,0,0,0,1.0,0,3,Unified Democratic,Divided,protective,restrictive
Nevada,Wyoming,0.05228974971057789,0.030835114693743098,0.16200000000000003,0.152,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,New Mexico,0.14802384979093833,0.11179304769757321,0.156,0.247,1,1,0,1,1,0,1.0,0,6,Unified Democratic,Unified Democratic,protective,protective
New Jersey,New York,0.17772312969152196,0.0675480299283503,0.335,0.49250000000000005,1,1,0,1,1,0,1.0,1,21,Unified Democratic,Unified Democratic,protective,protective
New Jersey,North Carolina,0.24764288537103776,0.1345165577167235,0.1440000000000001,0.25299999999999995,0,0,0,0,0,0,1.0,0,9,Unified Democratic,Divided,protective,restrictive
New Jersey,North Dakota,0.23829138139691142,0.07478144333272378,0.24,0.20500000000000002,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Ohio,0.11799343899436726,0.06583260727978801,0.03400000000000003,0.308,0,0,0,0,0,0,1.0,0,6,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Oklahoma,0.0858049501437724,0.0749984688071821,0.156,0.247,0,0,0,0,0,0,0.3333333333333333,0,3,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Oregon,0.16219775575970047,0.13725114485762394,0.099,0.2755,1,1,0,1,1,0,0.6666666666666666,0,3,Unified Democratic,Unified Democratic,protective,protective
New Jersey,Pennsylvania,0.1035562787835496,0.08297526488315744,0.156,0.247,0,0,0,0,0,0,1.0,1,3,Unified Democratic,Divided,protective,restrictive
New Jersey,Rhode Island,0.1413969069840065,0.12641163037922795,0.11800000000000002,0.266,1,1,0,1,1,0,0.6666666666666666,0,3,Unified Democratic,Unified Democratic,protective,protective
New Jersey,South Carolina,0.1255470445404149,0.054339229217153125,0.191,0.2295,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Democratic,Unified Republican,protective,mixed
New Jersey,South Dakota,0.018180924364191567,0.017137824426484077,0.252,0.199,0,0,0,0,0,0,0.0,0,3,Unified Democratic,Unified Republican,protective,mixed
New Jersey,Tennessee,0.1086009328132904,0.03726631920737606,0.17300000000000001,0.2385,0,0,0,0,0,0,0.3333333333333333,0,12,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Texas,0.12728457860169298,0.05514967920572692,0.18400000000000002,0.23299999999999998,0,0,0,0,0,0,1.0,0,21,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Utah,0.1954643930490532,0.08071984820125247,0.167,0.2415,0,0,0,0,0,0,0.3333333333333333,0,21,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Vermont,0.1994878825619359,0.16188686703873786,0.228,0.21100000000000002,0,0,0,1,1,0,0.6666666666666666,0,3,Unified Democratic,Divided,protective,protective
New Jersey,Virginia,0.27818424859641866,0.12026708491071346,0.12100000000000002,0.2645,0,0,0,0,0,0,0.75,0,12,Unified Democratic,Divided,protective,restrictive
New Jersey,Washington,0.11025526724889544,0.07066419002557793,0.07,0.29000000000000004,1,1,0,1,1,0,1.0,0,15,Unified Democratic,Unified Democratic,protective,protective
New Jersey,West Virginia,0.18956387709790648,0.0840771849043072,0.21700000000000003,0.2165,0,0,0,0,0,0,0.0,0,12,Unified Democratic,Unified Republican,protective,restrictive
New Jersey,Wisconsin,0.12824566562014036,0.09798938391324945,0.156,0.247,0,0,0,0,0,0,1.0,0,3,Unified Democratic,Divided,protective,restrictive
New Jersey,Wyoming,0.12542463757795946,0.06802948567048918,0.254,0.198,0,0,0,0,0,0,0.3333333333333333,0,6,Unified Democratic,Unified Republican,protective,restrictive
New Mexico,New York,0.20883692886282346,0.053976022847274964,0.491,0.41450000000000004,1,1,0,1,1,0,1.0,0,14,Unified Democratic,Unified Democratic,protective,protective
New Mexico,North Carolina,0.10009789683666367,0.07028373787008972,0.0119999999999999,0.17499999999999996,0,0,0,0,0,0,1.0,0,6,Unified Democratic,Divided,protective,restrictive
New Mexico,North Dakota,0.053712910336092524,0.032897105540445316,0.084,0.127,0,0,0,0,0,0,0.3333333333333333,0,8,Unified Democratic,Unified Republican,protective,restrictive
New Mexico,Ohio,0.04565257076597011,0.03268604471320189,0.12199999999999997,0.22999999999999998,0,0,0,0,0,0,1.0,0,4,Unified Democratic,Unified Republican,protective,restrictive
New Mexico,Oklahoma,0.05627825354768738,0.05474747824359895,0.0,0.169,0,0,0,0,0,0,0.3333333333333333,1,2,Unified Democratic,Unified Republican,protective,restrictive
New Mexico,Oregon,0.21611746223555167,0.1988629096648269,0.056999999999999995,0.1975,1,1,0,1,1,0,0.6666666666666666,0,2,Unified Democratic,Unified Democratic,protective,protective
New Mexico,Pennsylvania,0.056907803050487094,0.053013565252816586,0.0,0.169,0,0,0,0,0,0,1.0,0,2,Unified Democratic,Divided,protective,restrictive
New Mexico,Rhode Island,0.06716120396253156,0.06601760009267867,0.03799999999999998,0.188,1,1,0,1,1,0,0.6666666666666666,0,2,Unified Democratic,Unified Democratic,protective,protective
New Mexico,South Carolina,0.0432734275279991,0.02857258347174389,0.035,0.15150000000000002,0,0,0,0,0,0,0.3333333333333333,0,4,Unified Democratic,Unified Republican,protective,mixed
New Mexico,South Dakota,0.01214372149761267,0.011994851784964275,0.09600000000000002,0.121,0,0,0,0,0,0,0.0,0,2,Unified Democratic,Unified Republican,protective,mixed
